restaurant_id,name,city,locality,restaurant_type,cuisine,rating,votes,price_range,avg_cost_for_two,online_delivery,table_booking,opening_year,is_active
4288,Patel's Corner,Pune,Hadapsar,Bakery,Rajasthani,4.2,1922,2,342,0,0,2013,1
4289,Natt's Express,Chennai,Adyar,Quick Bites,Seafood,3.2,77,1,143,0,0,2019,1
4290,Guha's Junction,Kolkata,Tollygunge,Food Court,Rajasthani,4.8,95,3,576,0,1,2020,1
4291,Varghese's Palace,Hyderabad,Gachibowli,Cloud Kitchen,Punjabi,4.3,1026,3,542,0,1,2018,1
4292,Sem's House,Mumbai,Juhu,Quick Bites,Seafood,2.9,80,3,935,0,1,2010,1
4293,Cherian's Cafe,Chennai,T Nagar,Bar,Bengali,4.6,122,3,709,1,0,2021,1
4294,Sarin's Dhaba,Mumbai,Juhu,Sweet Shop,Continental,2.4,69,2,268,1,1,2010,1
4295,Dara's Dhaba,Delhi,Connaught Place,Sweet Shop,Continental,4.4,1007,2,483,1,0,2014,1
4296,Mistry's Palace,Bangalore,Indiranagar,Casual Dining,Pizza,3.8,306,1,188,0,1,2023,1
4297,Apte's House,Bangalore,Marathahalli,Bakery,Mughlai,3.5,575,3,897,0,0,2015,1
4298,Agrawal's Junction,Ahmedabad,Bodakdev,Food Court,Pizza,4.8,469,3,757,0,0,2020,1
4299,Ratti's Palace,Chennai,Adyar,Dhaba,Italian,3.7,284,3,770,0,0,2023,1
4300,Kar's Cafe,Chennai,Nungambakkam,Dhaba,Rolls & Wraps,4.5,154,4,2398,1,0,2021,1
4301,Varughese's Corner,Chennai,OMR,Cafe,Street Food,4.4,258,2,259,1,1,2018,1
4302,Chatterjee's Cafe,Mumbai,Juhu,Food Court,Pizza,4.8,424,2,337,1,0,2020,1
4303,Karpe's Cafe,Pune,Viman Nagar,Bakery,Street Food,3.5,1220,2,491,0,0,2022,1
4304,Nanda's Express,Bangalore,Yelahanka,Sweet Shop,Beverages,4.1,120,3,609,1,1,2023,1
4305,Srinivas's Dhaba,Mumbai,Bandra,Casual Dining,Chinese,2.9,209,1,194,1,0,2011,1
4306,Magar's Palace,Bangalore,Koramangala,Food Court,Continental,5.0,2,3,744,0,1,2013,1
4307,Chowdhury's Dhaba,Kolkata,Ballygunge,Cafe,Healthy Food,1.9,469,3,704,1,1,2013,1
4308,Dixit's Kitchen,Hyderabad,Dilsukhnagar,Dhaba,Rolls & Wraps,4.0,406,4,1093,0,1,2010,1
4309,Chakraborty's Cafe,Mumbai,Andheri,Bakery,North Indian,3.4,5,4,2556,1,1,2013,1
4310,Bora's Junction,Delhi,Hauz Khas,Sweet Shop,North Indian,3.2,1540,1,222,1,0,2021,1
4311,Khare's Kitchen,Bangalore,BTM Layout,Dhaba,Cafe,3.5,76,3,632,1,0,2023,1
4312,Menon's Junction,Kolkata,Dum Dum,Cafe,Biryani,2.0,9,2,476,1,0,2022,1
4313,Bhatt's Corner,Mumbai,Bandra,Bakery,Mughlai,4.6,100,3,625,1,0,2010,1
4314,Sharaf's Cafe,Mumbai,Andheri,Bakery,Mughlai,4.5,47,3,678,0,0,2023,1
4315,Bassi's Junction,Hyderabad,Madhapur,Quick Bites,Biryani,2.8,100,2,423,1,1,2010,1
4316,Ganesan's Junction,Mumbai,Worli,Food Court,North Indian,3.4,42,3,850,1,0,2013,1
4317,Ram's Bistro,Mumbai,Andheri,Sweet Shop,Rajasthani,3.2,121,4,2844,1,1,2020,1
4318,Sandhu's Garden,Mumbai,Andheri,Casual Dining,Mughlai,3.5,36,2,297,1,1,2018,1
4319,Mitra's Corner,Hyderabad,Jubilee Hills,Cloud Kitchen,Bengali,5.0,294,3,888,1,1,2014,1
4320,Ghose's Kitchen,Mumbai,Dadar,Casual Dining,Mughlai,3.9,134,1,119,1,0,2017,1
4321,Arya's Express,Mumbai,Colaba,Cloud Kitchen,Cafe,4.3,329,2,281,1,0,2019,1
4322,Cherian's Cafe,Hyderabad,Gachibowli,Dhaba,Continental,3.1,14,3,966,0,0,2013,1
4323,Rai's Palace,Bangalore,BTM Layout,Casual Dining,Rajasthani,2.2,2181,1,110,0,1,2010,1
4324,Bakshi's Bistro,Chennai,Porur,Bar,South Indian,3.5,360,1,178,1,0,2019,1
4325,Balasubramanian's Palace,Hyderabad,Kukatpally,Food Court,Cafe,3.9,583,1,222,1,0,2010,1
4326,Chad's House,Hyderabad,HITEC City,Dhaba,Mughlai,3.8,20,3,528,1,0,2020,1
4327,Mitra's House,Delhi,Saket,Cafe,Pizza,3.1,87,2,463,1,1,2013,1
4328,Narayanan's Junction,Ahmedabad,Vastrapur,Sweet Shop,South Indian,2.7,41,3,532,1,1,2011,1
4329,Parsa's Palace,Delhi,Rohini,Casual Dining,Fast Food,3.0,90,3,833,1,1,2018,1
4330,Prasad's Junction,Bangalore,Indiranagar,Quick Bites,South Indian,3.5,177,3,958,1,1,2010,1
4331,Lad's Bistro,Mumbai,Powai,Bar,Rolls & Wraps,4.4,103,1,203,1,0,2012,1
4332,Deol's Express,Delhi,Saket,Food Court,Punjabi,2.7,6,3,721,0,0,2013,1
4333,Acharya's Corner,Mumbai,Andheri,Sweet Shop,Seafood,3.9,54,4,2965,1,0,2020,1
4334,Vora's Bistro,Kolkata,Park Street,Casual Dining,Chinese,3.7,243,2,341,1,1,2015,1
4335,Om's Junction,Mumbai,Bandra,Bar,Healthy Food,4.8,10,4,1971,1,0,2021,1
4336,Srivastava's House,Mumbai,Juhu,Cloud Kitchen,Seafood,3.1,130,1,181,0,0,2019,1
4337,Mistry's Dhaba,Pune,Kharadi,Sweet Shop,Healthy Food,3.0,15,2,449,0,0,2013,1
4338,Walia's Bistro,Pune,Viman Nagar,Food Court,Bengali,4.7,30,4,1185,0,0,2023,1
4339,Kadakia's Junction,Ahmedabad,Paldi,Dhaba,Bengali,2.9,26,4,1983,1,0,2021,1
4340,Raja's Dhaba,Chennai,Mylapore,Sweet Shop,Desserts,4.6,52,1,191,1,0,2018,1
4341,Dutta's Dhaba,Delhi,Janakpuri,Dhaba,North Indian,2.8,42,3,568,0,1,2018,1
4342,Bhatnagar's House,Mumbai,Malad,Sweet Shop,Rajasthani,3.8,565,4,1181,1,0,2015,1
4343,Khosla's Dhaba,Mumbai,Andheri,Dhaba,Bengali,4.4,46,1,142,1,0,2011,1
4344,Sawhney's Bistro,Pune,Aundh,Bar,Beverages,3.4,3478,3,844,1,0,2018,1
4345,Upadhyay's Corner,Bangalore,Indiranagar,Fine Dining,Street Food,4.5,101,1,126,1,1,2015,0
4346,Shah's Junction,Delhi,Dwarka,Cafe,Burger,2.2,74,1,105,0,0,2010,1
4347,Bhandari's Kitchen,Kolkata,Ballygunge,Fine Dining,Biryani,2.9,40,3,957,0,0,2011,1
4348,Venkataraman's Corner,Bangalore,Yelahanka,Sweet Shop,Italian,3.1,104,1,198,1,1,2016,1
4349,Vora's Express,Mumbai,Bandra,Quick Bites,Punjabi,3.8,49,2,446,1,0,2018,1
4350,Chaudhuri's Kitchen,Mumbai,Bandra,Casual Dining,Rolls & Wraps,2.9,113,3,930,1,0,2020,1
4351,Borra's Bistro,Mumbai,Powai,Dhaba,Rajasthani,3.5,8,1,110,1,0,2021,1
4352,Kapur's Bistro,Delhi,Hauz Khas,Sweet Shop,Healthy Food,4.2,49,2,260,0,0,2010,1
4353,Vig's Corner,Kolkata,Ballygunge,Cafe,Burger,3.6,106,2,425,1,0,2011,1
4354,Babu's Junction,Mumbai,Worli,Bar,Seafood,3.8,184,3,862,1,1,2020,1
4355,Sarin's Corner,Bangalore,Whitefield,Food Court,South Indian,2.9,237,2,421,1,0,2018,1
4356,Sodhi's Kitchen,Chennai,Porur,Bar,Desserts,3.6,754,4,2744,1,0,2013,1
4357,Raghavan's Palace,Chennai,Adyar,Dhaba,Desserts,4.4,1079,3,807,0,1,2013,1
4358,Dhingra's Cafe,Chennai,Anna Nagar,Bakery,Continental,3.1,1022,4,1830,1,0,2014,1
4359,Ghose's House,Delhi,Lajpat Nagar,Sweet Shop,Beverages,3.9,417,2,349,1,0,2015,1
4360,Sama's Palace,Chennai,Mylapore,Cloud Kitchen,Continental,4.3,295,2,446,0,0,2014,1
4361,Atwal's Cafe,Pune,Aundh,Fine Dining,Punjabi,3.0,621,3,968,0,0,2010,1
4362,Kade's Junction,Mumbai,Bandra,Cloud Kitchen,Continental,4.0,16,3,746,1,1,2016,0
4363,Anne's Garden,Kolkata,Salt Lake,Casual Dining,North Indian,3.5,24,3,930,1,0,2020,1
4364,Das's Dhaba,Chennai,Porur,Cloud Kitchen,Desserts,2.8,533,2,316,1,0,2010,1
4365,Das's House,Kolkata,Tollygunge,Casual Dining,Healthy Food,2.8,20,3,780,1,0,2023,1
4366,Naik's Cafe,Mumbai,Juhu,Bar,Biryani,5.0,75,2,344,1,0,2023,1
4367,Nagi's Corner,Hyderabad,Dilsukhnagar,Dhaba,Rolls & Wraps,4.3,802,1,161,1,0,2015,1
4368,Gole's House,Delhi,Hauz Khas,Food Court,South Indian,4.3,185,3,571,0,1,2015,1
4369,Mukherjee's Dhaba,Mumbai,Powai,Cafe,Rolls & Wraps,3.8,332,2,374,1,0,2016,1
4370,Kapoor's Dhaba,Delhi,Hauz Khas,Food Court,Italian,3.6,420,2,277,1,0,2010,1
4371,Ben's Corner,Hyderabad,Jubilee Hills,Cloud Kitchen,South Indian,3.6,119,2,294,1,0,2023,1
4372,Parmer's Dhaba,Mumbai,Bandra,Cafe,Fast Food,5.0,72,3,639,1,0,2018,1
4373,Sunder's Dhaba,Hyderabad,Secunderabad,Food Court,South Indian,3.8,283,2,474,1,0,2015,1
4374,Mann's Palace,Kolkata,Behala,Bar,Italian,4.1,230,1,223,1,0,2010,1
4375,Goswami's Bistro,Bangalore,Whitefield,Bar,South Indian,2.9,189,4,2874,0,0,2019,1
4376,Bhattacharyya's Express,Ahmedabad,Paldi,Fine Dining,Biryani,4.0,820,2,400,1,0,2022,1
4377,Palan's Kitchen,Bangalore,Whitefield,Cloud Kitchen,Desserts,4.3,905,1,238,1,0,2017,1
4378,Uppal's Express,Bangalore,Jayanagar,Quick Bites,Italian,3.1,33,1,241,1,0,2017,1
4379,Dani's House,Chennai,Adyar,Bar,Biryani,4.0,811,3,729,1,1,2016,1
4380,Kakar's Kitchen,Delhi,Janakpuri,Fine Dining,Street Food,3.7,48,3,507,0,0,2023,1
4381,Apte's Kitchen,Chennai,Porur,Cafe,Punjabi,2.7,255,2,356,1,0,2013,1
4382,Basu's Palace,Delhi,Lajpat Nagar,Bakery,Mughlai,3.7,77,3,590,1,1,2016,1
4383,Suresh's Dhaba,Hyderabad,Madhapur,Casual Dining,North Indian,4.4,130,3,607,1,0,2013,1
4384,Nigam's Kitchen,Hyderabad,HITEC City,Sweet Shop,Biryani,3.8,572,2,321,1,0,2016,1
4385,Shah's Corner,Chennai,Nungambakkam,Cloud Kitchen,South Indian,5.0,76,3,936,1,0,2017,1
4386,Baral's House,Bangalore,Yelahanka,Cloud Kitchen,Continental,3.2,33,4,1962,1,1,2016,1
4387,Chad's Dhaba,Hyderabad,Kukatpally,Sweet Shop,Street Food,4.1,28,4,1802,0,1,2020,0
4388,Sankar's Palace,Mumbai,Colaba,Fine Dining,Continental,3.5,96,4,2775,0,1,2022,1
4389,Loke's Express,Bangalore,Marathahalli,Cloud Kitchen,Burger,4.9,888,3,527,0,0,2018,1
4390,Doshi's Palace,Pune,Hinjewadi,Fine Dining,Bengali,2.7,1599,3,695,1,0,2021,1
4391,Pandya's Kitchen,Pune,Kharadi,Cloud Kitchen,Biryani,2.9,188,3,738,1,0,2019,1
4392,Kapadia's Palace,Delhi,Lajpat Nagar,Food Court,Healthy Food,3.2,82,4,2548,1,0,2015,1
4393,Kuruvilla's Cafe,Mumbai,Bandra,Cloud Kitchen,Rajasthani,3.1,1832,3,702,1,0,2015,1
4394,Mandal's Dhaba,Chennai,Adyar,Food Court,Burger,3.7,208,2,380,0,0,2010,1
4395,Ghose's Kitchen,Delhi,Hauz Khas,Cafe,Street Food,3.0,17,2,421,1,1,2016,1
4396,Sangha's Palace,Mumbai,Colaba,Cafe,North Indian,3.5,324,4,2555,1,1,2022,1
4397,Choudhary's Junction,Bangalore,Indiranagar,Casual Dining,Fast Food,3.7,640,3,989,1,1,2019,1
4398,Biswas's Dhaba,Chennai,Anna Nagar,Fine Dining,Cafe,3.9,149,2,386,1,0,2010,1
4399,Iyer's Palace,Hyderabad,HITEC City,Casual Dining,Street Food,4.2,172,2,288,0,0,2022,1
4400,Sinha's Dhaba,Mumbai,Dadar,Food Court,Healthy Food,4.5,341,4,2333,0,1,2010,1
4401,Sama's Dhaba,Hyderabad,Jubilee Hills,Casual Dining,Italian,4.4,434,3,751,1,1,2017,1
4402,Dugal's Corner,Pune,Aundh,Bakery,Chinese,4.8,514,3,569,1,1,2021,1
4403,Baria's Cafe,Hyderabad,Jubilee Hills,Bakery,South Indian,5.0,65,2,351,0,0,2021,1
4404,Dalal's Palace,Bangalore,Koramangala,Sweet Shop,Healthy Food,4.4,18,3,767,0,0,2017,1
4405,Rout's Kitchen,Bangalore,Koramangala,Cloud Kitchen,Bengali,4.5,161,1,232,1,0,2020,0
4406,Sarraf's Express,Mumbai,Malad,Fine Dining,Street Food,4.5,1843,3,613,1,0,2011,1
4407,Gokhale's Cafe,Hyderabad,Banjara Hills,Food Court,Seafood,4.4,79,1,152,1,0,2019,1
4408,Mand's Garden,Bangalore,Whitefield,Bakery,Beverages,3.0,331,3,657,1,0,2022,1
4409,Nair's House,Bangalore,HSR Layout,Quick Bites,Rolls & Wraps,3.6,401,2,486,1,1,2014,1
4410,Korpal's Corner,Chennai,Porur,Casual Dining,Continental,3.4,36,2,365,0,0,2010,1
4411,Pau's Bistro,Delhi,Connaught Place,Food Court,Seafood,3.6,314,3,941,1,1,2014,1
4412,Keer's Express,Delhi,Lajpat Nagar,Quick Bites,Burger,3.9,43,1,103,0,0,2010,1
4413,Bhattacharyya's Dhaba,Mumbai,Bandra,Bakery,Pizza,5.0,120,2,342,1,1,2023,1
4414,Brar's Express,Bangalore,Jayanagar,Sweet Shop,Street Food,2.2,600,3,542,1,1,2019,1
4415,Kala's Garden,Bangalore,Marathahalli,Cafe,Pizza,3.8,114,1,207,0,0,2012,1
4416,Mangat's Bistro,Delhi,Rohini,Cafe,Healthy Food,3.7,112,3,931,1,0,2013,1
4417,Dhar's Dhaba,Delhi,Saket,Cloud Kitchen,Beverages,5.0,297,2,335,1,0,2021,1
4418,Dhingra's Garden,Kolkata,Behala,Cloud Kitchen,Continental,4.0,100,1,100,1,1,2019,1
4419,Prasad's House,Mumbai,Worli,Food Court,North Indian,5.0,525,2,345,1,0,2016,1
4420,Nazareth's Cafe,Bangalore,BTM Layout,Cafe,Continental,4.5,225,4,2320,1,0,2019,1
4421,Tara's Corner,Ahmedabad,Bodakdev,Sweet Shop,Continental,4.5,267,4,2821,1,0,2019,1
4422,Dewan's House,Bangalore,HSR Layout,Dhaba,Seafood,3.5,258,1,137,1,1,2013,1
4423,Gopal's Bistro,Mumbai,Worli,Fine Dining,Biryani,5.0,201,2,418,1,0,2010,1
4424,Shankar's Corner,Delhi,Connaught Place,Quick Bites,Burger,4.7,886,3,794,1,0,2018,1
4425,Lal's House,Mumbai,Bandra,Bar,Rajasthani,4.2,1781,3,663,0,0,2019,1
4426,Bose's Express,Kolkata,Salt Lake,Bakery,Bengali,2.3,9,2,441,1,0,2023,1
4427,Madan's Corner,Mumbai,Andheri,Dhaba,South Indian,5.0,56,1,154,1,0,2010,1
4428,Chaudhuri's Corner,Hyderabad,Madhapur,Food Court,Pizza,3.9,2050,1,152,1,0,2017,1
4429,Gala's House,Mumbai,Dadar,Casual Dining,Biryani,3.9,1871,3,537,1,1,2017,1
4430,Soman's Bistro,Kolkata,Salt Lake,Fine Dining,North Indian,3.5,373,4,1402,1,0,2020,1
4431,Guha's Bistro,Bangalore,BTM Layout,Quick Bites,Italian,3.8,1388,4,1752,0,0,2017,1
4432,Venkataraman's Bistro,Chennai,OMR,Bar,Beverages,3.6,34,1,240,1,1,2010,1
4433,Pal's Cafe,Bangalore,BTM Layout,Bakery,North Indian,3.5,78,4,1085,1,1,2017,1
4434,Venkatesh's Cafe,Bangalore,Koramangala,Bar,Desserts,3.3,52,4,1003,1,0,2017,1
4435,Sura's Palace,Mumbai,Bandra,Casual Dining,Rajasthani,4.6,1226,2,410,1,0,2020,1
4436,Hora's Junction,Delhi,Rohini,Bar,Healthy Food,4.1,56,3,700,1,1,2012,1
4437,Warrior's Corner,Mumbai,Colaba,Bar,South Indian,3.4,6,2,444,1,0,2023,0
4438,Chanda's Palace,Pune,Kothrud,Bakery,North Indian,4.1,53,2,387,1,1,2021,1
4439,Keer's Junction,Kolkata,Park Street,Cafe,Fast Food,4.8,18,1,122,0,0,2013,1
4440,Chaudry's Dhaba,Delhi,Hauz Khas,Casual Dining,Continental,3.4,128,3,548,1,1,2019,1
4441,Mani's Bistro,Mumbai,Colaba,Dhaba,Street Food,4.1,2218,4,2448,1,1,2016,1
4442,Modi's Kitchen,Mumbai,Worli,Dhaba,Healthy Food,2.8,94,2,295,1,1,2011,1
4443,Tella's Cafe,Hyderabad,Banjara Hills,Cafe,Punjabi,2.8,485,3,694,0,0,2018,1
4444,Mohan's Dhaba,Ahmedabad,Satellite,Bakery,Bengali,3.3,127,2,273,1,0,2018,1
4445,Andra's Kitchen,Kolkata,Behala,Food Court,Pizza,3.7,176,2,401,1,1,2022,1
4446,Saha's House,Hyderabad,Madhapur,Dhaba,Punjabi,3.7,34,4,2798,1,1,2022,1
4447,Saha's Garden,Chennai,Anna Nagar,Cloud Kitchen,Healthy Food,3.9,45,3,626,1,0,2023,1
4448,Kamdar's Palace,Bangalore,HSR Layout,Fine Dining,Mughlai,4.4,161,2,397,0,0,2015,1
4449,Comar's Express,Bangalore,Jayanagar,Casual Dining,Continental,3.1,5487,3,945,1,0,2017,1
4450,Bir's Kitchen,Chennai,Anna Nagar,Sweet Shop,South Indian,5.0,5797,3,808,1,0,2013,1
4451,Chandra's Dhaba,Hyderabad,Kukatpally,Casual Dining,Burger,3.6,42,2,281,1,0,2019,1
4452,Bal's Palace,Chennai,Mylapore,Bar,Street Food,4.4,782,4,2184,1,0,2023,1
4453,Mann's Express,Mumbai,Colaba,Dhaba,Beverages,3.9,6,2,489,0,0,2020,0
4454,Biswas's Kitchen,Delhi,Lajpat Nagar,Fine Dining,Cafe,3.1,279,3,872,1,0,2023,1
4455,Dube's Express,Kolkata,Park Street,Casual Dining,Italian,3.3,19,3,639,1,0,2015,1
4456,Ganguly's Dhaba,Delhi,Lajpat Nagar,Food Court,Cafe,3.6,1,3,744,1,1,2010,1
4457,Dutta's Bistro,Chennai,OMR,Food Court,Seafood,3.4,78,3,920,0,0,2017,1
4458,Samra's Kitchen,Delhi,Connaught Place,Quick Bites,Street Food,4.0,337,2,313,1,1,2015,1
4459,Yohannan's Cafe,Delhi,Saket,Food Court,Pizza,4.1,570,2,286,0,1,2016,1
4460,Swamy's Express,Hyderabad,Madhapur,Sweet Shop,Bengali,3.7,16,2,289,1,1,2021,1
4461,Sastry's Dhaba,Bangalore,Jayanagar,Bar,Bengali,3.8,39,2,253,1,0,2020,1
4462,Krishna's Dhaba,Bangalore,Indiranagar,Dhaba,Cafe,2.9,353,2,317,1,1,2016,1
4463,Chopra's Cafe,Delhi,Rohini,Sweet Shop,Street Food,2.8,411,3,905,1,0,2020,1
4464,Nagi's Dhaba,Delhi,Rohini,Dhaba,Bengali,2.9,95,3,542,0,0,2010,1
4465,Saraf's Dhaba,Ahmedabad,Vastrapur,Food Court,Italian,3.4,816,1,131,1,1,2013,1
4466,Rout's Junction,Mumbai,Malad,Sweet Shop,Continental,4.2,43,4,1083,1,0,2012,1
4467,Edwin's Garden,Bangalore,Indiranagar,Food Court,Punjabi,3.7,1090,2,420,1,1,2019,1
4468,Bath's Bistro,Bangalore,Indiranagar,Cafe,Desserts,4.8,19,3,621,0,1,2016,0
4469,Kapadia's Corner,Delhi,Karol Bagh,Dhaba,Beverages,4.7,952,3,758,1,0,2021,0
4470,Kalita's Express,Hyderabad,Kukatpally,Cafe,Cafe,3.9,129,1,121,1,0,2014,1
4471,Bajwa's Garden,Bangalore,Marathahalli,Sweet Shop,Continental,3.4,22,2,266,1,0,2021,1
4472,Kapadia's Bistro,Delhi,Hauz Khas,Sweet Shop,Burger,4.0,114,3,963,0,1,2022,0
4473,Bahri's Kitchen,Bangalore,Whitefield,Cafe,Beverages,4.1,295,3,582,1,0,2020,1
4474,Butala's Junction,Ahmedabad,Satellite,Bar,South Indian,5.0,893,4,1357,0,1,2011,1
4475,Kadakia's Junction,Pune,Kothrud,Bar,Seafood,4.2,6,1,241,1,1,2011,1
4476,Sibal's House,Hyderabad,Gachibowli,Bakery,Healthy Food,4.1,1593,3,963,1,0,2011,1
4477,Baral's Garden,Delhi,Karol Bagh,Casual Dining,Pizza,3.5,3968,1,177,0,1,2011,1
4478,Mistry's Cafe,Pune,Koregaon Park,Fine Dining,Pizza,4.2,230,4,1245,1,1,2012,1
4479,Suresh's Kitchen,Mumbai,Juhu,Cloud Kitchen,Chinese,3.1,1415,3,964,1,0,2012,1
4480,Gola's Cafe,Pune,Kothrud,Fine Dining,Chinese,3.2,63,2,387,0,0,2015,0
4481,Ravi's Kitchen,Hyderabad,HITEC City,Casual Dining,Bengali,2.5,569,2,320,1,1,2017,1
4482,Sami's Bistro,Bangalore,BTM Layout,Quick Bites,Rajasthani,4.2,150,3,551,1,0,2017,1
4483,Bawa's Garden,Chennai,Adyar,Dhaba,Street Food,4.3,391,3,671,0,1,2011,1
4484,Rana's Bistro,Bangalore,BTM Layout,Bar,Continental,3.5,45,2,304,1,1,2010,1
4485,Banerjee's Garden,Mumbai,Worli,Quick Bites,Healthy Food,2.6,113,3,842,0,0,2023,1
4486,Mukherjee's Palace,Pune,Baner,Food Court,Continental,2.9,189,3,616,1,1,2014,1
4487,Hayre's House,Hyderabad,Madhapur,Fine Dining,Bengali,3.7,81,4,2880,1,0,2014,1
4488,Hegde's Palace,Delhi,Hauz Khas,Bar,North Indian,4.5,33,2,437,1,0,2021,1
4489,Bahl's Cafe,Chennai,Porur,Bar,Desserts,2.5,105,2,300,1,1,2013,1
4490,Contractor's Garden,Bangalore,Whitefield,Cafe,Desserts,3.3,178,3,649,1,0,2019,1
4491,Loke's Palace,Bangalore,Yelahanka,Quick Bites,Desserts,3.2,278,2,407,1,0,2014,1
4492,Prabhakar's Palace,Chennai,T Nagar,Bar,South Indian,3.1,33,4,2795,1,0,2020,1
4493,Ben's Dhaba,Pune,Hadapsar,Food Court,Beverages,4.2,138,1,177,1,0,2020,1
4494,Mannan's Palace,Bangalore,Yelahanka,Bar,Seafood,3.0,35,1,177,1,1,2020,1
4495,Deshpande's Garden,Hyderabad,Secunderabad,Cloud Kitchen,Bengali,3.5,26,2,320,0,0,2020,1
4496,Mann's Bistro,Chennai,Nungambakkam,Cloud Kitchen,Chinese,3.6,101,3,735,1,1,2021,1
4497,Sabharwal's Bistro,Delhi,Rohini,Cloud Kitchen,North Indian,3.2,393,2,396,1,0,2022,1
4498,Sachdev's Express,Hyderabad,Kukatpally,Quick Bites,Biryani,3.1,961,3,570,1,1,2017,1
4499,Modi's Cafe,Chennai,T Nagar,Fine Dining,Fast Food,3.6,55,2,341,1,0,2016,1
4500,Arora's Palace,Kolkata,New Town,Cloud Kitchen,Bengali,4.2,156,1,233,0,0,2011,1
4501,Lad's Cafe,Chennai,Nungambakkam,Dhaba,Chinese,4.3,7,2,284,1,0,2023,1
4502,Manda's Junction,Ahmedabad,Navrangpura,Bakery,Rajasthani,4.2,68,2,374,0,0,2019,1
4503,Goel's Corner,Hyderabad,Jubilee Hills,Dhaba,Beverages,3.8,130,3,983,1,1,2017,1
4504,Saha's Junction,Chennai,Porur,Fine Dining,Seafood,4.7,9,1,208,1,0,2020,1
4505,Dash's Cafe,Chennai,Adyar,Dhaba,Bengali,4.9,428,2,287,1,0,2016,1
4506,More's Corner,Mumbai,Andheri,Bakery,Desserts,3.9,17,2,454,0,1,2012,1
4507,Chatterjee's House,Delhi,Connaught Place,Sweet Shop,South Indian,2.6,63,2,427,1,1,2022,1
4508,Thaman's Garden,Hyderabad,Jubilee Hills,Cafe,Seafood,4.2,147,3,565,1,0,2013,1
4509,Maharaj's Palace,Delhi,Dwarka,Quick Bites,Punjabi,4.2,16,4,2354,1,0,2016,1
4510,Bhalla's Cafe,Chennai,Mylapore,Bakery,Burger,3.8,767,1,121,1,0,2011,1
4511,Sura's Junction,Chennai,Porur,Cloud Kitchen,North Indian,4.8,22,2,285,1,0,2012,0
4512,Wali's Bistro,Chennai,Mylapore,Dhaba,Chinese,3.6,89,3,698,1,0,2013,1
4513,Mammen's Bistro,Mumbai,Colaba,Cafe,Biryani,3.4,579,3,596,1,0,2022,1
4514,Sibal's House,Delhi,Connaught Place,Cloud Kitchen,Chinese,5.0,27,1,249,0,0,2023,1
4515,Nigam's Bistro,Bangalore,Marathahalli,Sweet Shop,Rajasthani,4.1,231,3,998,1,0,2022,1
4516,Mital's Corner,Kolkata,Howrah,Dhaba,Healthy Food,4.0,1096,1,213,0,1,2011,1
4517,Gour's Cafe,Delhi,Rohini,Dhaba,Cafe,4.1,6,2,435,0,1,2020,1
4518,Pau's Kitchen,Delhi,Rohini,Cafe,North Indian,2.8,29,2,330,0,0,2014,1
4519,Kaul's Junction,Hyderabad,Madhapur,Dhaba,Punjabi,3.3,120,3,810,1,1,2019,1
4520,Desai's Bistro,Delhi,Saket,Fine Dining,Rajasthani,3.6,9,3,813,1,0,2020,1
4521,Swaminathan's Garden,Mumbai,Andheri,Casual Dining,Desserts,2.7,6,2,322,1,0,2020,1
4522,Atwal's Cafe,Bangalore,Jayanagar,Quick Bites,Mughlai,2.7,656,3,743,0,0,2022,1
4523,Vasa's Palace,Kolkata,Park Street,Food Court,North Indian,3.6,35,4,1810,1,0,2015,1
4524,Dada's House,Mumbai,Dadar,Cloud Kitchen,North Indian,2.5,32,3,983,0,0,2020,1
4525,Bhatnagar's Kitchen,Bangalore,Koramangala,Dhaba,Healthy Food,4.2,302,2,405,0,0,2014,1
4526,Menon's Junction,Ahmedabad,Navrangpura,Quick Bites,Street Food,3.6,99,3,689,1,0,2021,1
4527,Khatri's Corner,Hyderabad,Jubilee Hills,Casual Dining,Chinese,2.6,46,2,353,1,0,2011,1
4528,Shukla's Junction,Ahmedabad,Paldi,Bakery,Desserts,4.2,53,2,343,1,0,2016,1
4529,Radhakrishnan's Express,Mumbai,Powai,Casual Dining,Mughlai,4.9,905,1,182,1,0,2012,1
4530,Kar's Junction,Chennai,OMR,Cafe,South Indian,3.5,99,3,579,0,0,2011,1
4531,Bawa's Bistro,Delhi,Dwarka,Quick Bites,Rolls & Wraps,5.0,528,2,352,1,1,2016,1
4532,Purohit's Corner,Bangalore,Indiranagar,Cloud Kitchen,Healthy Food,3.8,196,1,113,0,0,2019,1
4533,Kala's Dhaba,Bangalore,Indiranagar,Casual Dining,Pizza,3.9,144,2,254,0,0,2011,1
4534,Om's Express,Hyderabad,Kukatpally,Bar,Burger,3.1,81,1,151,1,0,2015,1
4535,Johal's Cafe,Bangalore,HSR Layout,Bar,Pizza,2.8,440,4,2250,1,0,2013,0
4536,Atwal's Garden,Pune,Hadapsar,Cloud Kitchen,Seafood,3.7,474,4,2639,1,0,2023,1
4537,Ramakrishnan's Kitchen,Hyderabad,Dilsukhnagar,Bakery,Mughlai,2.9,1252,2,274,1,1,2015,1
4538,Sengupta's Kitchen,Delhi,Connaught Place,Bar,Cafe,4.7,13,3,507,0,0,2013,1
